checkingstatus,duration,history,purpose,amount,savings,employ,installment,status,others,residence,property,age,otherplans,housing,cards,job,liable,telephone,foreign,outcome
0 <= ... < 200 DM,9,critical account/ other credits existing (not at this bank),education,1136,.. >= 1000 DM,.. >= 7 years,4,male : single,others - none,3,unknown / no property,> 25 years,none,for free,2,skilled employee / official,2,phone - none,foreign - yes,2
... >= 200 DM / salary assignments for at least 1 year,15,existing credits paid back duly till now,education,392,... < 100 DM,... < 1 year,4,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,<= 25 years,none,rent,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,18,existing credits paid back duly till now,furniture/equipment,1131,... < 100 DM,unemployed,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,12,critical account/ other credits existing (not at this bank),domestic appliances,1424,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,3,building society savings agreement/ life insurance,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,42,critical account/ other credits existing (not at this bank),repairs,3394,... < 100 DM,unemployed,4,male : single,co-applicant,4,"car or other, not in attribute 6",> 25 years,none,own,2,unemployed/ unskilled - non-resident,1,phone - none,foreign - yes,1
... < 0 DM,48,existing credits paid back duly till now,radio/television,6999,... < 100 DM,4 <= ... < 7 years,1,male : married/widowed,guarantor,1,real estate,> 25 years,none,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,2
... < 0 DM,30,existing credits paid back duly till now,repairs,11998,... < 100 DM,... < 1 year,1,male : divorced/separated,others - none,1,unknown / no property,> 25 years,none,own,1,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,30,critical account/ other credits existing (not at this bank),radio/television,2831,... < 100 DM,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,24,delay in paying off in the past,car (new),1965,unknown/ no savings account,1 <= ... < 4 years,4,female : divorced/separated/married,others - none,4,"car or other, not in attribute 6",> 25 years,none,rent,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,critical account/ other credits existing (not at this bank),education,1597,... < 100 DM,.. >= 7 years,4,male : single,others - none,4,unknown / no property,> 25 years,none,for free,2,skilled employee / official,2,phone - none,foreign - yes,1
0 <= ... < 200 DM,6,existing credits paid back duly till now,radio/television,2063,... < 100 DM,... < 1 year,4,male : married/widowed,others - none,3,"car or other, not in attribute 6",> 25 years,none,rent,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,26,existing credits paid back duly till now,car (used),7966,... < 100 DM,... < 1 year,2,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,48,delay in paying off in the past,purpose - others,7582,100 <= ... < 500 DM,unemployed,2,male : single,others - none,4,unknown / no property,> 25 years,none,for free,1,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,delay in paying off in the past,car (used),4679,... < 100 DM,4 <= ... < 7 years,3,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,2,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,critical account/ other credits existing (not at this bank),furniture/equipment,5801,unknown/ no savings account,.. >= 7 years,2,male : single,others - none,4,building society savings agreement/ life insurance,> 25 years,none,rent,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,24,critical account/ other credits existing (not at this bank),car (used),3868,... < 100 DM,.. >= 7 years,4,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,none,rent,2,management/ self-employed/highly qualified employee/ officer,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,12,existing credits paid back duly till now,car (new),2390,unknown/ no savings account,.. >= 7 years,4,male : single,others - none,3,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,15,all credits at this bank paid back duly,car (new),6850,100 <= ... < 500 DM,unemployed,1,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,none,own,1,management/ self-employed/highly qualified employee/ officer,2,"phone - yes, registered under the customers name",foreign - yes,2
no checking account,9,existing credits paid back duly till now,radio/television,1478,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,2
no checking account,6,critical account/ other credits existing (not at this bank),car (new),2080,500 <= ... < 1000 DM,1 <= ... < 4 years,1,male : married/widowed,others - none,2,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,6,all credits at this bank paid back duly,car (new),931,100 <= ... < 500 DM,... < 1 year,1,female : divorced/separated/married,others - none,1,building society savings agreement/ life insurance,> 25 years,stores,own,1,unskilled - resident,1,phone - none,foreign - yes,2
no checking account,9,critical account/ other credits existing (not at this bank),education,1244,unknown/ no savings account,.. >= 7 years,4,female : divorced/separated/married,others - none,4,building society savings agreement/ life insurance,> 25 years,none,rent,2,unskilled - resident,1,phone - none,foreign - yes,1
... < 0 DM,10,critical account/ other credits existing (not at this bank),furniture/equipment,2132,unknown/ no savings account,... < 1 year,2,female : divorced/separated/married,co-applicant,3,real estate,> 25 years,none,rent,2,skilled employee / official,1,phone - none,foreign - no,1
no checking account,18,existing credits paid back duly till now,business,1950,... < 100 DM,4 <= ... < 7 years,4,male : single,others - none,1,"car or other, not in attribute 6",> 25 years,stores,own,2,skilled employee / official,1,"phone - yes, registered under the customers name",foreign - yes,1
... < 0 DM,6,existing credits paid back duly till now,furniture/equipment,1374,... < 100 DM,1 <= ... < 4 years,1,male : single,others - none,2,real estate,> 25 years,bank,own,1,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,1
0 <= ... < 200 DM,6,delay in paying off in the past,business,1449,100 <= ... < 500 DM,.. >= 7 years,1,male : divorced/separated,others - none,2,"car or other, not in attribute 6",> 25 years,bank,own,2,skilled employee / official,2,phone - none,foreign - yes,1
no checking account,18,critical account/ other credits existing (not at this bank),radio/television,1582,.. >= 1000 DM,.. >= 7 years,4,male : single,others - none,4,"car or other, not in attribute 6",> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
... >= 200 DM / salary assignments for at least 1 year,36,existing credits paid back duly till now,radio/television,5848,... < 100 DM,1 <= ... < 4 years,4,male : single,others - none,1,"car or other, not in attribute 6",<= 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,36,existing credits paid back duly till now,radio/television,2302,... < 100 DM,1 <= ... < 4 years,4,male : divorced/separated,others - none,4,"car or other, not in attribute 6",> 25 years,none,rent,1,skilled employee / official,1,phone - none,foreign - yes,2
0 <= ... < 200 DM,12,existing credits paid back duly till now,radio/television,1103,... < 100 DM,4 <= ... < 7 years,4,male : single,guarantor,3,real estate,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - no,1
no checking account,18,critical account/ other credits existing (not at this bank),car (new),1530,... < 100 DM,1 <= ... < 4 years,3,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,bank,own,2,skilled employee / official,1,phone - none,foreign - yes,2
... < 0 DM,15,existing credits paid back duly till now,car (new),1721,... < 100 DM,... < 1 year,2,male : single,others - none,3,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
no checking account,18,critical account/ other credits existing (not at this bank),car (new),2775,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,2,building society savings agreement/ life insurance,> 25 years,bank,own,2,skilled employee / official,1,phone - none,foreign - yes,2
... >= 200 DM / salary assignments for at least 1 year,12,existing credits paid back duly till now,radio/television,1881,... < 100 DM,1 <= ... < 4 years,2,female : divorced/separated/married,others - none,2,"car or other, not in attribute 6",> 25 years,none,rent,1,unskilled - resident,1,"phone - yes, registered under the customers name",foreign - yes,1
no checking account,15,existing credits paid back duly till now,car (used),3029,... < 100 DM,4 <= ... < 7 years,2,male : single,others - none,2,"car or other, not in attribute 6",> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
... < 0 DM,12,existing credits paid back duly till now,furniture/equipment,1657,... < 100 DM,1 <= ... < 4 years,2,male : single,others - none,2,real estate,> 25 years,none,own,1,skilled employee / official,1,phone - none,foreign - yes,1
0 <= ... < 200 DM,21,delay in paying off in the past,car (new),2353,... < 100 DM,1 <= ... < 4 years,1,male : divorced/separated,others - none,4,building society savings agreement/ life insurance,> 25 years,none,own,2,skilled employee / official,1,phone - none,foreign - yes,1
